order_id,customer_id,order_date,category,order_channel,net_revenue,contribution_margin,discount_ratio,returned
O0039072,C01065,2023-07-15,grocery,web,72.34,15.96,0.0182,0
O0044547,C01219,2023-07-15,beauty,app,97.0,19.58,0.0438,0
O0044577,C01220,2023-07-15,home,web,45.72,10.43,0.4261,0
O0044695,C01223,2023-07-15,electronics,app,49.13,8.85,0.2193,0
O0045304,C01240,2023-07-15,beauty,app,60.87,16.87,0.0523,0
O0048526,C01325,2023-07-15,electronics,app,51.01,7.96,0.2221,0
O0048594,C01327,2023-07-15,home,assisted,77.91,16.61,0.2095,0
O0000289,C00011,2023-07-16,beauty,app,62.6,8.07,0.0168,0
O0000739,C00028,2023-07-16,beauty,web,88.51,23.37,0.0099,0
O0002103,C00067,2023-07-16,fashion,web,77.99,18.88,0.0961,0
O0002586,C00077,2023-07-16,electronics,web,70.32,15.77,0.1673,0
O0005761,C00160,2023-07-16,grocery,web,44.91,7.09,0.3296,0
O0006272,C00175,2023-07-16,grocery,app,99.31,21.1,0.2195,0
O0008481,C00237,2023-07-16,grocery,web,76.91,16.97,0.0624,0
O0009242,C00258,2023-07-16,electronics,app,94.7,24.42,0.3124,0
O0011129,C00304,2023-07-16,grocery,web,104.88,23.11,0.1655,0
O0011517,C00313,2023-07-16,home,web,35.8,7.38,0.1621,0
O0012899,C00362,2023-07-16,grocery,assisted,46.92,11.44,0.2322,0
O0013215,C00370,2023-07-16,home,app,35.98,3.56,0.0745,0
O0017470,C00482,2023-07-16,grocery,app,59.24,9.9,0.11,0
O0021737,C00594,2023-07-16,grocery,app,104.65,24.37,0.0432,0
O0022433,C00619,2023-07-16,home,web,72.51,17.28,0.022,0
O0023711,C00658,2023-07-16,fashion,web,58.81,12.21,0.1601,0
O0024939,C00691,2023-07-16,beauty,web,60.7,12.37,0.1228,0
O0025531,C00705,2023-07-16,electronics,assisted,91.03,17.36,0.0817,0
O0026359,C00728,2023-07-16,electronics,web,87.55,24.07,0.2202,0
O0029623,C00807,2023-07-16,grocery,app,94.08,20.17,0.0281,0
O0030194,C00825,2023-07-16,beauty,app,49.58,7.09,0.1215,0
O0033273,C00910,2023-07-16,beauty,assisted,32.5,5.34,0.1191,0
O0034458,C00940,2023-07-16,fashion,assisted,48.26,8.64,0.3542,0
O0035543,C00970,2023-07-16,fashion,web,54.95,10.96,0.0229,0
O0036557,C00998,2023-07-16,home,web,86.91,0.5,0.2422,1
O0038936,C01061,2023-07-16,fashion,web,83.91,16.03,0.0726,0
O0039859,C01091,2023-07-16,beauty,app,46.83,8.26,0.0835,0
O0040721,C01111,2023-07-16,home,web,53.45,9.98,0.2177,0
O0041307,C01130,2023-07-16,electronics,app,54.74,9.3,0.1507,0
O0044253,C01210,2023-07-16,home,web,57.91,12.95,0.1519,0
O0044694,C01223,2023-07-16,grocery,web,64.14,10.12,0.0887,0
O0044791,C01227,2023-07-16,grocery,app,99.77,27.1,0.2027,0
O0045011,C01233,2023-07-16,fashion,web,86.25,19.24,0.1258,0
O0045165,C01237,2023-07-16,beauty,web,30.6,4.35,0.3084,0
O0045731,C01248,2023-07-16,home,app,45.34,8.02,0.1498,0
O0046167,C01256,2023-07-16,home,web,37.86,0.5,0.0415,1
O0048282,C01316,2023-07-16,grocery,app,65.63,12.7,0.1664,0
O0048462,C01323,2023-07-16,grocery,app,70.29,16.78,0.2403,0
O0050055,C01369,2023-07-16,beauty,app,53.96,9.81,0.0784,0
O0000843,C00030,2023-07-17,electronics,web,132.49,22.04,0.1595,0
O0001082,C00037,2023-07-17,electronics,web,34.68,6.32,0.234,0
O0009675,C00267,2023-07-17,grocery,app,117.15,31.11,0.0522,0
O0010910,C00294,2023-07-17,electronics,app,69.27,15.83,0.0824,0
O0012462,C00344,2023-07-17,fashion,web,63.05,9.28,0.2928,0
O0012973,C00363,2023-07-17,beauty,app,53.76,10.03,0.45,0
O0013729,C00380,2023-07-17,electronics,web,60.12,11.07,0.355,0
O0015115,C00423,2023-07-17,beauty,web,53.78,12.34,0.1725,0
O0015574,C00436,2023-07-17,grocery,app,53.01,0.5,0.193,1
O0015834,C00442,2023-07-17,beauty,app,60.86,13.07,0.2145,0
O0015947,C00444,2023-07-17,fashion,web,57.94,14.08,0.4412,0
O0017144,C00474,2023-07-17,electronics,app,76.3,15.66,0.1344,0
O0019156,C00524,2023-07-17,beauty,app,134.38,25.06,0.0462,0
O0021125,C00580,2023-07-17,fashion,app,91.38,18.09,0.0417,0
O0022640,C00625,2023-07-17,home,app,49.67,7.07,0.3499,0
O0022933,C00635,2023-07-17,home,web,73.27,16.55,0.4004,0
O0023065,C00639,2023-07-17,fashion,web,38.15,1.72,0.3197,0
O0024521,C00680,2023-07-17,fashion,app,57.59,11.97,0.2526,0
O0026232,C00726,2023-07-17,fashion,web,92.12,24.17,0.054,0
O0028548,C00779,2023-07-17,fashion,app,57.77,0.5,0.0457,1
O0028978,C00793,2023-07-17,beauty,app,48.69,10.41,0.0296,0
O0032043,C00881,2023-07-17,home,web,68.4,15.25,0.2192,0
O0033341,C00914,2023-07-17,beauty,app,59.31,11.65,0.1059,0
O0034459,C00940,2023-07-17,home,app,49.34,10.87,0.1335,0
O0035065,C00956,2023-07-17,beauty,web,68.46,12.02,0.0963,0
O0035771,C00975,2023-07-17,fashion,app,60.85,12.36,0.45,0
O0036556,C00998,2023-07-17,beauty,app,99.3,24.26,0.2564,0
O0038255,C01045,2023-07-17,fashion,web,79.47,19.51,0.1249,0
O0038809,C01058,2023-07-17,electronics,app,33.64,6.01,0.1464,0
O0039391,C01072,2023-07-17,fashion,assisted,45.18,0.5,0.1597,1
O0046208,C01259,2023-07-17,electronics,app,91.35,18.96,0.0444,0
O0047021,C01281,2023-07-17,fashion,web,56.14,8.42,0.0872,0
O0047854,C01303,2023-07-17,electronics,app,148.27,31.0,0.1109,0
O0048370,C01319,2023-07-17,electronics,web,51.26,8.74,0.114,0
O0049705,C01362,2023-07-17,fashion,web,47.81,8.41,0.2112,0
O0050721,C01386,2023-07-17,grocery,app,106.7,0.5,0.0462,1
O0000199,C00009,2023-07-18,fashion,app,53.75,12.48,0.0973,0
O0000201,C00009,2023-07-18,electronics,app,85.45,20.35,0.2609,0
O0000202,C00009,2023-07-18,home,app,134.63,39.95,0.1451,0
O0004229,C00116,2023-07-18,electronics,app,74.4,15.08,0.0806,0
O0004929,C00135,2023-07-18,grocery,app,61.01,9.37,0.45,0
O0005904,C00164,2023-07-18,grocery,app,79.72,20.53,0.1755,0
O0009832,C00269,2023-07-18,fashion,app,55.42,0.5,0.45,1
O0011739,C00317,2023-07-18,beauty,app,129.08,31.16,0.0306,0
O0013486,C00375,2023-07-18,home,app,66.4,0.5,0.45,1
O0014801,C00415,2023-07-18,beauty,web,52.51,13.25,0.1378,0
O0015836,C00442,2023-07-18,home,app,102.85,29.36,0.0439,0
O0019269,C00526,2023-07-18,beauty,app,81.08,17.02,0.1159,0
O0019785,C00538,2023-07-18,home,app,46.73,8.87,0.1427,0
O0020726,C00565,2023-07-18,grocery,web,100.8,23.03,0.0515,0
O0021124,C00580,2023-07-18,fashion,web,46.29,0.5,0.2766,1
O0022347,C00618,2023-07-18,home,assisted,59.39,11.74,0.1864,0
O0023648,C00656,2023-07-18,electronics,app,42.71,6.63,0.2616,0
O0025103,C00694,2023-07-18,home,app,56.0,10.17,0.2141,0
O0025712,C00712,2023-07-18,grocery,app,54.62,10.11,0.1549,0
O0027149,C00744,2023-07-18,home,web,107.55,27.79,0.0229,0
O0028652,C00783,2023-07-18,beauty,web,64.99,12.82,0.3074,0
O0028885,C00790,2023-07-18,electronics,web,56.31,0.5,0.1649,1
O0029291,C00798,2023-07-18,home,web,86.14,20.53,0.1367,0
O0030228,C00826,2023-07-18,electronics,app,84.84,23.52,0.1695,0
O0032743,C00897,2023-07-18,electronics,web,51.09,10.92,0.45,0
O0037947,C01039,2023-07-18,home,web,80.61,17.04,0.1732,0
O0038347,C01046,2023-07-18,grocery,web,59.59,12.49,0.2442,0
O0038996,C01063,2023-07-18,fashion,app,42.55,8.37,0.1409,0
O0039735,C01086,2023-07-18,home,web,64.66,15.08,0.0309,0
O0041596,C01141,2023-07-18,fashion,web,20.11,1.65,0.45,0
O0041752,C01147,2023-07-18,grocery,web,88.16,18.03,0.1593,0
O0042207,C01158,2023-07-18,electronics,app,62.06,13.48,0.171,0
O0043796,C01197,2023-07-18,electronics,web,113.0,27.92,0.2462,0
O0046066,C01253,2023-07-18,fashion,app,77.37,19.32,0.0218,0
O0048382,C01320,2023-07-18,home,app,46.97,8.23,0.0881,0
O0048959,C01340,2023-07-18,electronics,app,119.52,24.46,0.1218,0
O0050565,C01381,2023-07-18,beauty,app,99.28,26.42,0.2575,0
O0051289,C01400,2023-07-18,grocery,app,61.39,13.05,0.0936,0
O0000737,C00028,2023-07-19,fashion,app,91.6,23.6,0.1231,0
O0000738,C00028,2023-07-19,home,app,48.2,10.57,0.105,0
O0000901,C00033,2023-07-19,home,app,103.34,24.34,0.0901,0
O0001590,C00051,2023-07-19,beauty,web,73.45,14.93,0.1023,0
O0001975,C00062,2023-07-19,fashion,assisted,104.71,24.76,0.1758,0
O0003546,C00098,2023-07-19,home,web,70.23,16.35,0.2214,0
O0004845,C00133,2023-07-19,electronics,web,35.09,4.49,0.289,0
O0008867,C00247,2023-07-19,grocery,assisted,44.15,6.37,0.2026,0
O0009986,C00272,2023-07-19,fashion,app,152.98,42.43,0.1045,0
O0011025,C00300,2023-07-19,beauty,app,106.6,21.18,0.3615,0
O0011665,C00316,2023-07-19,fashion,web,72.46,15.26,0.0361,0
O0011781,C00318,2023-07-19,grocery,app,99.23,17.57,0.1136,0
O0012535,C00348,2023-07-19,fashion,web,59.54,13.33,0.0853,0
O0013258,C00372,2023-07-19,fashion,app,33.59,5.31,0.2249,0
O0013424,C00374,2023-07-19,fashion,app,108.85,27.66,0.0999,0
O0018255,C00505,2023-07-19,beauty,app,112.7,23.49,0.0204,0
O0020411,C00555,2023-07-19,fashion,app,107.37,28.92,0.1906,0
O0022826,C00633,2023-07-19,electronics,app,106.78,26.7,0.1568,0
O0023790,C00660,2023-07-19,electronics,app,46.91,6.62,0.1859,0
O0024333,C00675,2023-07-19,beauty,app,84.72,18.05,0.0644,0
O0025033,C00693,2023-07-19,beauty,app,57.56,11.77,0.0834,0
O0025260,C00700,2023-07-19,beauty,app,74.81,0.5,0.0595,1
O0025323,C00701,2023-07-19,home,app,62.07,10.88,0.1631,0
O0026079,C00723,2023-07-19,fashion,app,70.21,15.55,0.2885,0
O0026357,C00728,2023-07-19,grocery,web,62.45,13.92,0.0669,0
O0027148,C00744,2023-07-19,electronics,app,84.31,18.96,0.0353,0
O0027920,C00764,2023-07-19,electronics,web,58.01,11.0,0.2377,0
O0028269,C00771,2023-07-19,fashion,assisted,67.32,14.72,0.1115,0
O0032981,C00903,2023-07-19,electronics,web,127.6,36.06,0.1844,0
O0033484,C00918,2023-07-19,electronics,web,67.02,15.96,0.1972,0
O0040310,C01101,2023-07-19,fashion,web,145.61,36.05,0.2406,0
O0041293,C01129,2023-07-19,home,app,82.81,16.18,0.0064,0
O0043610,C01190,2023-07-19,beauty,app,102.47,22.33,0.2228,0
O0043611,C01190,2023-07-19,beauty,app,70.21,13.65,0.0623,0
O0045305,C01240,2023-07-19,home,web,78.7,20.77,0.1584,0
O0046520,C01267,2023-07-19,electronics,app,56.28,0.5,0.1457,1
O0048399,C01321,2023-07-19,fashion,web,133.14,31.85,0.1455,0
O0050435,C01376,2023-07-19,grocery,app,55.88,10.72,0.45,0
O0004169,C00114,2023-07-20,grocery,web,106.19,20.22,0.2257,0
O0006170,C00173,2023-07-20,electronics,app,81.85,0.5,0.1377,1
O0007777,C00217,2023-07-20,electronics,web,81.52,18.46,0.2081,0
O0007908,C00220,2023-07-20,electronics,app,61.43,12.93,0.2912,0
O0007909,C00220,2023-07-20,home,app,65.57,12.36,0.2064,0
O0009621,C00266,2023-07-20,electronics,app,168.37,42.27,0.0234,0
O0010180,C00276,2023-07-20,beauty,app,89.61,18.49,0.1695,0
O0011128,C00304,2023-07-20,beauty,app,76.38,17.2,0.4257,0
O0011172,C00306,2023-07-20,fashion,app,87.09,22.4,0.1964,0
O0012681,C00352,2023-07-20,beauty,app,111.75,23.42,0.0602,0
O0012683,C00352,2023-07-20,grocery,web,95.23,23.47,0.0986,0
O0013154,C00369,2023-07-20,electronics,web,72.27,15.62,0.2107,0
O0014408,C00401,2023-07-20,grocery,app,25.63,3.8,0.3969,0
O0016314,C00453,2023-07-20,home,web,86.75,20.17,0.087,0
O0018597,C00513,2023-07-20,electronics,app,57.84,13.36,0.2289,0
O0020252,C00551,2023-07-20,fashion,app,94.57,21.02,0.115,0
O0022593,C00623,2023-07-20,beauty,app,53.98,7.09,0.3103,0
O0024375,C00676,2023-07-20,home,app,82.13,18.03,0.153,0
O0024941,C00691,2023-07-20,fashion,app,57.69,12.54,0.1829,0
O0026602,C00733,2023-07-20,beauty,app,41.97,8.32,0.0733,0
O0026657,C00734,2023-07-20,home,app,63.95,14.8,0.0609,0
O0026725,C00735,2023-07-20,fashion,app,37.97,8.12,0.1123,0
O0026812,C00737,2023-07-20,electronics,app,69.52,13.04,0.128,0
O0027490,C00753,2023-07-20,grocery,app,46.39,7.76,0.3175,0
O0028119,C00768,2023-07-20,fashion,app,56.08,10.36,0.2323,0
O0030497,C00832,2023-07-20,fashion,web,147.28,29.62,0.0703,0
O0032852,C00899,2023-07-20,beauty,web,30.99,3.98,0.2994,0
O0032982,C00903,2023-07-20,beauty,app,60.39,13.81,0.2469,0
O0035052,C00955,2023-07-20,grocery,app,57.17,6.74,0.0548,0
O0035389,C00966,2023-07-20,grocery,app,52.92,11.98,0.2108,0
O0035587,C00971,2023-07-20,grocery,app,92.23,23.56,0.1031,0
O0036160,C00987,2023-07-20,electronics,web,109.36,23.04,0.182,0
O0037398,C01022,2023-07-20,electronics,app,73.51,11.32,0.1788,0
O0037476,C01026,2023-07-20,fashion,assisted,103.91,21.43,0.0159,0
O0037717,C01033,2023-07-20,fashion,web,66.68,15.57,0.1001,0
O0037834,C01037,2023-07-20,home,web,53.56,10.33,0.1363,0
O0037988,C01040,2023-07-20,home,web,75.59,17.82,0.13,0
O0039515,C01077,2023-07-20,grocery,web,158.59,40.09,0.0963,0
O0042873,C01176,2023-07-20,home,app,39.93,3.96,0.2144,0
O0044731,C01225,2023-07-20,grocery,app,37.61,8.47,0.3751,0
O0046342,C01262,2023-07-20,beauty,app,89.09,19.22,0.2211,0
O0048463,C01323,2023-07-20,grocery,app,71.22,16.56,0.1441,0
O0048870,C01336,2023-07-20,grocery,app,44.01,4.79,0.0976,0
O0000390,C00015,2023-07-21,beauty,web,123.53,30.15,0.0573,0
O0001945,C00061,2023-07-21,home,app,26.82,2.56,0.3547,0
O0003109,C00089,2023-07-21,grocery,app,98.12,25.07,0.0974,0
O0003868,C00109,2023-07-21,grocery,app,74.06,15.54,0.2307,0
O0005082,C00140,2023-07-21,grocery,app,47.34,11.44,0.1465,0
O0006715,C00188,2023-07-21,fashion,app,111.19,26.69,0.0566,0
O0007780,C00217,2023-07-21,grocery,app,77.09,16.98,0.1303,0
O0008435,C00234,2023-07-21,electronics,app,52.37,10.51,0.19,0
O0010181,C00276,2023-07-21,electronics,app,93.69,21.39,0.1252,0
O0010244,C00277,2023-07-21,beauty,web,43.76,8.36,0.278,0
O0010660,C00287,2023-07-21,grocery,app,83.54,24.6,0.1045,0
O0010909,C00294,2023-07-21,fashion,web,87.47,0.5,0.1656,1
O0012534,C00348,2023-07-21,fashion,app,53.92,8.72,0.016,0
O0013562,C00376,2023-07-21,home,web,105.25,25.43,0.2399,0
O0013912,C00388,2023-07-21,electronics,web,82.73,12.81,0.0263,0
O0013970,C00390,2023-07-21,grocery,web,34.98,5.2,0.0899,0
O0016184,C00450,2023-07-21,grocery,app,51.01,6.82,0.1522,0
O0019466,C00532,2023-07-21,beauty,app,102.02,20.84,0.1211,0
O0019603,C00535,2023-07-21,grocery,app,35.24,5.44,0.0475,0
O0021401,C00587,2023-07-21,beauty,web,106.27,25.06,0.1791,0
O0023269,C00645,2023-07-21,electronics,web,79.66,14.8,0.0109,0
O0023466,C00650,2023-07-21,home,app,54.23,10.92,0.1635,0
O0023647,C00656,2023-07-21,fashion,app,81.02,16.2,0.1966,0
O0024522,C00680,2023-07-21,grocery,web,70.49,14.58,0.0295,0
O0026295,C00727,2023-07-21,beauty,app,76.58,18.93,0.0916,0
O0027224,C00746,2023-07-21,fashion,app,51.15,10.14,0.3286,0
O0027251,C00747,2023-07-21,home,app,63.07,12.69,0.3907,0
O0028197,C00769,2023-07-21,home,web,36.47,5.94,0.3304,0
O0028429,C00776,2023-07-21,electronics,app,73.86,12.04,0.0801,0
O0029594,C00806,2023-07-21,beauty,web,64.91,15.07,0.0411,0
O0030634,C00837,2023-07-21,grocery,web,46.27,7.96,0.2519,0
O0031507,C00865,2023-07-21,fashion,web,76.96,18.92,0.0539,0
O0032983,C00903,2023-07-21,grocery,app,44.53,10.8,0.3602,0
O0033404,C00917,2023-07-21,fashion,app,95.82,15.8,0.0625,0
O0033485,C00918,2023-07-21,home,web,56.01,13.09,0.2204,0
O0034457,C00940,2023-07-21,electronics,app,128.08,32.38,0.069,0
O0037733,C01034,2023-07-21,grocery,web,92.39,13.02,0.0783,0
O0039694,C01084,2023-07-21,beauty,app,57.01,9.56,0.0327,0
O0043055,C01180,2023-07-21,fashion,app,46.28,7.07,0.2367,0
O0043244,C01183,2023-07-21,beauty,web,38.42,7.4,0.4209,0
O0043391,C01185,2023-07-21,fashion,web,118.98,26.21,0.065,0
O0044341,C01214,2023-07-21,electronics,web,55.33,8.8,0.162,0
O0046065,C01253,2023-07-21,grocery,app,45.85,11.44,0.0801,0
O0046412,C01263,2023-07-21,electronics,app,66.75,12.43,0.1627,0
O0047998,C01309,2023-07-21,beauty,web,152.31,45.79,0.059,0
O0049015,C01341,2023-07-21,grocery,app,80.89,23.12,0.1141,0
O0051288,C01400,2023-07-21,beauty,app,45.04,8.46,0.3418,0
O0000626,C00024,2023-07-22,electronics,app,61.7,11.77,0.1293,0
O0001309,C00043,2023-07-22,beauty,app,99.5,21.68,0.2113,0
O0003336,C00094,2023-07-22,home,app,105.26,25.01,0.0835,0
O0005467,C00153,2023-07-22,fashion,web,121.42,34.86,0.1836,0
O0007778,C00217,2023-07-22,electronics,web,25.62,3.75,0.3322,0
O0009538,C00264,2023-07-22,beauty,app,103.67,20.22,0.0868,0
O0011171,C00306,2023-07-22,electronics,app,100.62,24.8,0.0493,0
O0016988,C00471,2023-07-22,electronics,app,28.21,4.07,0.2375,0
O0017145,C00474,2023-07-22,fashion,app,92.67,25.42,0.126,0
O0017417,C00481,2023-07-22,grocery,web,47.99,8.52,0.0765,0
O0020126,C00548,2023-07-22,fashion,app,64.12,13.02,0.194,0
O0020127,C00548,2023-07-22,home,assisted,63.65,13.96,0.0557,0
O0023070,C00640,2023-07-22,grocery,assisted,51.08,9.43,0.0894,0
O0023978,C00664,2023-07-22,beauty,web,39.15,7.83,0.0733,0
O0027079,C00742,2023-07-22,beauty,app,45.16,8.72,0.4172,0
O0028062,C00767,2023-07-22,grocery,app,82.08,17.41,0.2217,0
O0028886,C00790,2023-07-22,fashion,web,82.75,17.18,0.1009,0
O0030004,C00818,2023-07-22,home,app,65.32,16.79,0.2892,0
O0031245,C00857,2023-07-22,grocery,web,40.24,6.49,0.1461,0
O0032042,C00881,2023-07-22,grocery,app,68.22,16.97,0.0786,0
O0037524,C01027,2023-07-22,electronics,app,42.66,6.03,0.0384,0
O0039734,C01086,2023-07-22,fashion,assisted,52.36,8.94,0.1161,0
O0040512,C01107,2023-07-22,electronics,web,88.71,21.88,0.0614,0
O0040916,C01117,2023-07-22,home,app,60.18,13.28,0.2028,0
O0043884,C01199,2023-07-22,grocery,app,88.6,17.12,0.1404,0
O0044655,C01222,2023-07-22,electronics,web,53.49,10.49,0.2502,0
O0044988,C01232,2023-07-22,fashion,web,38.28,6.07,0.0962,0
O0045441,C01243,2023-07-22,grocery,app,52.73,10.52,0.1848,0
O0045729,C01248,2023-07-22,fashion,app,106.41,18.92,0.1224,0
O0047109,C01283,2023-07-22,beauty,app,57.5,12.64,0.1263,0
O0047999,C01309,2023-07-22,electronics,app,112.74,30.91,0.2263,0
O0048595,C01327,2023-07-22,beauty,app,76.42,14.17,0.0824,0
O0051290,C01400,2023-07-22,fashion,web,47.35,8.69,0.1275,0
O0000134,C00006,2023-07-23,home,app,144.29,0.5,0.0817,1
O0002216,C00069,2023-07-23,home,app,89.96,23.64,0.3562,0
O0003543,C00098,2023-07-23,fashion,web,70.38,17.09,0.1833,0
O0005304,C00148,2023-07-23,grocery,web,78.96,15.55,0.0976,0
O0006855,C00192,2023-07-23,grocery,app,94.64,20.01,0.1369,0
O0011365,C00310,2023-07-23,fashion,web,81.31,17.62,0.0937,0
O0012196,C00335,2023-07-23,grocery,app,83.01,20.92,0.1265,0
O0016285,C00452,2023-07-23,grocery,app,71.93,13.65,0.0756,0
O0021672,C00593,2023-07-23,fashion,web,48.86,9.11,0.2363,0
O0022932,C00635,2023-07-23,electronics,app,44.18,9.07,0.1437,0
O0023712,C00658,2023-07-23,fashion,app,61.45,13.93,0.0422,0
O0026881,C00738,2023-07-23,grocery,web,94.71,20.76,0.1775,0
O0029755,C00810,2023-07-23,home,web,54.13,5.57,0.046,0
O0029980,C00816,2023-07-23,electronics,app,41.0,3.93,0.0483,0
O0032269,C00887,2023-07-23,electronics,app,45.4,10.45,0.303,0
O0033405,C00917,2023-07-23,fashion,app,51.83,14.03,0.2328,0
O0034996,C00954,2023-07-23,grocery,app,79.6,21.24,0.0667,0
O0035324,C00964,2023-07-23,grocery,app,65.2,15.72,0.2825,0
O0036243,C00988,2023-07-23,grocery,web,126.17,40.28,0.0785,0
O0037001,C01009,2023-07-23,home,app,57.4,0.5,0.1078,1
O0037660,C01031,2023-07-23,home,web,99.21,24.19,0.0068,0
O0038476,C01050,2023-07-23,fashion,web,79.4,14.25,0.0355,0
O0039124,C01067,2023-07-23,grocery,app,39.66,6.61,0.0944,0
O0041569,C01140,2023-07-23,electronics,app,70.31,8.65,0.1686,0
O0041999,C01154,2023-07-23,electronics,web,36.17,6.25,0.1953,0
O0044790,C01227,2023-07-23,beauty,app,69.89,14.34,0.1106,0
O0045383,C01242,2023-07-23,grocery,web,54.3,11.48,0.1343,0
O0046938,C01278,2023-07-23,beauty,app,63.96,0.5,0.0275,1
O0047108,C01283,2023-07-23,home,app,101.98,29.6,0.1666,0
O0049014,C01341,2023-07-23,beauty,app,66.44,15.69,0.2921,0
O0050056,C01369,2023-07-23,fashion,app,72.31,16.9,0.3909,0
O0050206,C01371,2023-07-23,fashion,web,136.58,36.77,0.149,0
O0000288,C00011,2023-07-24,fashion,app,80.19,15.51,0.0942,0
O0000693,C00027,2023-07-24,beauty,app,127.36,31.6,0.1803,0
O0002327,C00072,2023-07-24,home,app,57.49,0.5,0.0096,1
O0002824,C00084,2023-07-24,grocery,app,40.43,8.05,0.3824,0
O0003112,C00089,2023-07-24,grocery,web,35.15,5.94,0.0784,0
O0003542,C00098,2023-07-24,home,web,76.94,23.05,0.0915,0
O0003693,C00103,2023-07-24,home,app,34.06,6.53,0.0896,0
O0007846,C00218,2023-07-24,beauty,app,68.0,11.74,0.0693,0
O0009130,C00255,2023-07-24,grocery,app,47.04,9.05,0.1618,0
O0009907,C00270,2023-07-24,grocery,app,36.84,8.12,0.1335,0
O0010245,C00277,2023-07-24,home,web,47.14,6.74,0.209,0
O0010247,C00277,2023-07-24,electronics,web,75.92,19.63,0.1483,0
O0011000,C00299,2023-07-24,fashion,app,27.91,1.59,0.1656,0
O0011366,C00310,2023-07-24,beauty,web,52.89,10.77,0.4389,0
O0014210,C00395,2023-07-24,beauty,app,81.93,20.73,0.1207,0
O0014349,C00399,2023-07-24,fashion,app,53.32,12.59,0.3022,0
O0016136,C00449,2023-07-24,grocery,web,71.97,18.8,0.1375,0
O0016234,C00451,2023-07-24,home,app,55.84,11.95,0.45,0
O0016749,C00464,2023-07-24,fashion,web,51.63,11.37,0.3613,0
O0018521,C00511,2023-07-24,home,web,23.78,2.55,0.2618,0
O0018640,C00514,2023-07-24,grocery,web,43.49,8.21,0.235,0
O0018730,C00516,2023-07-24,beauty,app,75.08,18.52,0.0164,0
O0018814,C00517,2023-07-24,home,app,90.29,21.38,0.0877,0
O0021250,C00583,2023-07-24,electronics,web,60.21,15.02,0.035,0
O0024523,C00680,2023-07-24,home,app,97.36,22.17,0.0674,0
O0024864,C00687,2023-07-24,grocery,web,53.44,9.49,0.1161,0
O0030399,C00830,2023-07-24,grocery,web,69.91,17.19,0.2006,0
O0030725,C00841,2023-07-24,grocery,web,79.72,19.54,0.2881,0
O0031832,C00875,2023-07-24,beauty,web,47.74,7.21,0.1259,0
O0033407,C00917,2023-07-24,beauty,web,57.26,13.61,0.0953,0
O0034998,C00954,2023-07-24,home,app,58.44,16.14,0.0757,0
O0036804,C01004,2023-07-24,grocery,app,106.9,31.12,0.2613,0
O0039708,C01085,2023-07-24,grocery,app,25.96,0.5,0.3827,0
O0040236,C01099,2023-07-24,beauty,assisted,41.93,5.31,0.2004,0
O0041079,C01121,2023-07-24,beauty,app,70.21,12.48,0.1682,0
O0041597,C01141,2023-07-24,fashion,web,65.78,15.16,0.1115,0
O0044393,C01215,2023-07-24,beauty,app,40.8,6.82,0.4373,0
O0045052,C01234,2023-07-24,electronics,app,41.27,6.53,0.1921,0
O0045245,C01239,2023-07-24,beauty,web,116.63,28.62,0.2612,0
O0045685,C01247,2023-07-24,fashion,web,41.54,7.25,0.3246,0
O0046340,C01262,2023-07-24,home,web,48.04,8.99,0.3217,0
O0046996,C01280,2023-07-24,beauty,web,60.8,11.25,0.0061,0
O0047553,C01296,2023-07-24,home,app,58.33,11.38,0.0355,0
O0048829,C01333,2023-07-24,grocery,app,94.25,22.66,0.1395,0
O0049013,C01341,2023-07-24,grocery,app,97.86,25.34,0.2913,0
O0050204,C01371,2023-07-24,home,app,47.44,9.55,0.4016,0
O0000619,C00023,2023-07-25,home,app,78.17,17.51,0.0732,0
O0003547,C00098,2023-07-25,beauty,app,75.69,22.02,0.0865,0
O0004000,C00112,2023-07-25,fashion,web,155.4,37.33,0.2244,0
O0004747,C00129,2023-07-25,fashion,web,41.97,8.02,0.2732,0
O0005607,C00156,2023-07-25,beauty,app,71.77,11.84,0.0905,0
O0005730,C00159,2023-07-25,electronics,app,21.91,0.85,0.2983,0
O0007081,C00197,2023-07-25,grocery,app,60.13,0.5,0.2628,1
O0007180,C00200,2023-07-25,home,app,116.38,24.81,0.1331,0
O0007634,C00212,2023-07-25,grocery,web,44.9,6.94,0.1225,0
O0011098,C00303,2023-07-25,electronics,web,130.56,31.3,0.1849,0
O0011664,C00316,2023-07-25,home,app,39.14,6.99,0.2026,0
O0013260,C00372,2023-07-25,fashion,app,84.87,17.52,0.079,0
O0014485,C00404,2023-07-25,electronics,web,96.02,26.86,0.0735,0
O0015378,C00429,2023-07-25,fashion,app,58.46,13.12,0.2073,0
O0019783,C00538,2023-07-25,home,assisted,82.46,17.41,0.1491,0
O0020028,C00546,2023-07-25,beauty,app,75.82,18.94,0.1174,0
O0022222,C00613,2023-07-25,electronics,app,50.22,8.66,0.0967,0
O0022345,C00618,2023-07-25,grocery,assisted,91.28,21.67,0.0891,0
O0022346,C00618,2023-07-25,home,web,55.8,10.81,0.2754,0
O0024581,C00681,2023-07-25,home,web,65.67,19.93,0.1103,0
O0025713,C00712,2023-07-25,electronics,app,80.04,17.24,0.2755,0
O0026172,C00725,2023-07-25,fashion,web,95.19,24.11,0.2321,0
